idx,PROLIFIC_PID,userSetting,model_name,temperature,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskOrder,TaskID,nObjects,ValidTaskID
174,283,human_few,gpt-4o-2024-08-06,1,Plant Observation Diary,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Keep a diary entry about the potted plant by observing it closely and noting any changes or interesting features.,"Place the notebook and pen beside the potted plant. Seat yourself comfortably at a desk. Spend 15 minutes observing the plant's leaves, stems, and any textures or colors. Write down observations, thoughts, or even poetry inspired by the plant.",Enhance sensory awareness and practice mindfulness through detailed observation of the plant.,"Give yourself a score of 1-10 based on how detailed and thoughtful your observations are, where 10 indicates a highly detailed and creative entry, and 1 indicates a minimal and unengaged entry.","['Potted plants', 'Notebook', 'Pen']",0,572,3,554
174,283,human_few,gpt-4o-2024-08-06,1,Newspaper Discussion,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Engage in a discussion with the other person in the room by selecting an article from the newspaper and sharing viewpoints.,"Both participants sit on chairs facing each other, with the newspaper placed on a tray between them. Each takes turns reading an interesting article, discussing thoughts and perspectives.",Foster understanding and share different viewpoints to enhance social engagement and critical thinking.,"Rate the depth and engagement of the conversation from 1 to 10, where 10 reflects a deep, meaningful dialogue and 1 reflects a shallow, disinterested exchange.","['Newspaper', 'Other people', 'Chair']",1,573,3,555
174,283,human_few,gpt-4o-2024-08-06,1,Innovative Book Arrangement,"[{'name': 'Book', 'quantity': 5}, {'name': 'Desk', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}]","Create a visually appealing book arrangement on the desk using concepts of balance, symmetry, or patterns, using a rug for inspiration.","Place the rug on the floor near the desk, using its patterns as inspiration. Arrange the books on the desk to create a visually interesting design, considering elements like color, size, and shape.",Encourage exploration and creativity by experimenting with different book arrangements.,"Assess the creativity and aesthetic appeal of the arrangement on a scale from 1-10, where 10 represents a unique and artistic arrangement, and 1 is for minimal effort and creativity.","['Book', 'Desk', 'Rug']",2,574,3,556
175,284,human_few,gpt-4o-2024-08-06,1,Creative Writing Prompt,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Poster', 'quantity': 1}]",Use the poster as inspiration to create a short story or a poem in the notebook. This is a solo writing exercise meant to stimulate creativity and introspection.,"Place the notebook and pen on a desk. Hang the poster on the wall where it is visible from the desk. Sit comfortably at the desk, view the poster, and let it inspire ideas for writing.",The aim is to craft a short story or poem that captures themes or imagery inspired by the poster.,"Evaluate your work on a scale of 1-10 based on originality, coherence, and how well it reflects the inspiration from the poster. Higher scores indicate a deeper connection with the theme and more creative expression.","['Notebook', 'Pen', 'Poster']",0,575,3,557
175,284,human_few,gpt-4o-2024-08-06,1,Contemplative Plant Observation,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]","Spend time quietly observing the potted plant, focusing on its details and contemplating its life and place within the room.","Place the chair near the potted plant to allow a close-up view. Sit quietly in the chair and observe the plant without distractions, focusing on the details of its leaves, stems, and overall form.",The objective is to achieve a mindful state and increase appreciation for natural beauty through focused observation.,"After the observation, rate your level of mindfulness and calmness achieved on a scale of 1-10, with 10 being completely mindful and calm, and 1 being not at all.","['Potted plants', 'Chair']",1,576,2,558
175,284,human_few,gpt-4o-2024-08-06,1,TV Show Reflection,"[{'name': 'TV', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}]","Watch a segment of a TV show and afterwards, reflect on the themes, messages, or emotions it evokes.",Sit comfortably on the sofa with a pillow for support. Turn on the TV to a show of interest and watch attentively for a set duration. Spend time reflecting on the content afterwards.,The goal is to analyze the show's content and articulate personal feelings or insights gained from viewing it.,"Upon reflection, score the exercise based on engagement and insight obtained, on a scale of 1-10. Higher scores indicate a deeper connection with the content and more profound personal insight.","['Pillow', 'TV']",2,577,2,559
176,285,human_few,gpt-4o-2024-08-06,1,Creative Collage Time,"[{'name': 'Poster', 'quantity': 1}, {'name': 'Bowl', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}, {'name': 'Tissue', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]","This task involves creating a collage using different materials to express a theme or idea, engaging creativity within the confines of available resources.","Place the Poster on a flat surface like a Desk to serve as the base of the collage. Cut out images or text from the Newspaper, and use the Tissue to create textures or designs. Arrange these materials creatively on the Poster. Use the Pen to add annotations or draw additional elements directly onto the Poster. Record your thoughts or the theme as it develops in the Notebook.",The goal is to express a personal theme or idea visibly through this collage and reflect on its meaning or significance in the Notebook.,"Evaluate the collage based on creative expression, coherence of the theme, and completeness on a scale from 1 (barely started) to 10 (completely realized vision). Alternatively, someone else in the room could also review and score it on creativity and thematic expression, providing an additional perspective.","['Poster', 'Bowl', 'Newspaper', 'Tissue', 'Pen', 'Notebook']",0,578,6,560
176,285,human_few,gpt-4o-2024-08-06,1,Analytical Book Reflection,"[{'name': 'Book', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]","This task involves reading a section of a book and reflecting on its content systematically in a notebook, fostering a deeper analytical process.","Choose a comfortable Chair and sit with a Book and Notebook nearby. Select a passage or chapter from the Book and read attentively. Use the Pen to jot down notes, thoughts, and any patterns or themes you identify as you read in the Notebook.","The goal is to analyze the chosen reading, identifying key themes, arguments, or narratives, and to reflect on how these might relate to personal or universal experiences.","Self-assess the depth of insight and understanding on a scale from 1 (surface-level understanding) to 10 (deep, meaningful insight). Alternatively, present reflections to the other person in the room for additional input.","['Book', 'Notebook', 'Pen', 'Chair']",1,579,4,561
176,285,human_few,gpt-4o-2024-08-06,1,Room D��cor Arrangement,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 2}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",This activity involves rearranging select room items to enhance the aesthetic and ambiance in a thoughtful and systematic manner.,"Choose a space in the room where these decorative items could be repositioned for improved aesthetics or functionality. Place the Potted Plants strategically to freshen the vibe. Rearrange the Paintings on available walls or surfaces. Position the Lamp to enhance lighting, and consider where to best place the Clock for visibility and convenience.",Aim to create a pleasing and functional arrangement that enhances the overall atmosphere of the room and provides a sense of serenity or inspiration.,Rate the final setup on a scale of 1 (no improvement) to 10 (significant enhancement) based on changes in room aesthetics and personal satisfaction. You could also have the other person score the arrangement for a different perspective.,"['Potted plants', 'Paintings', 'Lamp', 'Clock']",2,580,4,562
177,286,dummy_few,gpt-4o-2024-08-06,1,Mindful Drawing Session,"[{'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Engage in a mindful drawing session to explore creative ideas and self-expression.,"Sit comfortably on the sofa. Use the pen to draw in the notebook. The focus is on channeling creativity and expressing your thoughts or feelings through art, without worrying about the drawing's outcome or skill level.",To explore creativity and achieve a sense of mindfulness through drawing.,"Rate your level of creativity and satisfaction with the experience on a scale of 1-10, where 10 is feeling very creative and satisfied, and 1 is feeling not creative or unsatisfied.","['Pen', 'Notebook']",0,581,2,563
177,286,dummy_few,gpt-4o-2024-08-06,1,Pillow Balance Challenge,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}]",Test your balance by stacking pillows and walking around the room while keeping the stack steady.,Start by stacking two pillows on top of your head or hands while seated on the sofa. Carefully stand and walk around the room without letting the pillows fall.,To successfully walk around the room without dropping the pillows from the head or hands.,Score based on the number of continuous steps you manage without dropping the pillows. Each step equates to 1 point. Bonus 5 points if you complete a full round of the room without drops.,"['Pillow', 'Sofa']",1,582,2,564
177,286,dummy_few,gpt-4o-2024-08-06,1,Story Exploration,"[{'name': 'Book', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Delve into a book to explore a new story and immerse yourself in a different world.,Sit in a comfortable chair and select a book that interests you from the available ones. Spend focused time reading and try to immerse yourself in the storyline and characters.,To immerse yourself in a book and enjoy the journey offered by the story.,"Rate your engagement with the book on a scale of 1-10, where 10 means you were completely absorbed and 1 means you found it hard to stay engaged. Additionally, give 1 bonus point for every personal insight or meaningful connection you draw from the story.","['Book', 'Chair']",2,583,2,565
178,287,dummy_many,gpt-4o-2024-08-06,1,Mindful Kalimba Melody,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}]","Use the kalimba to create a calming melody while seated on a pillow, fostering a meditative environment.","Place the pillow on the floor in a quiet corner of the room. Sit on the pillow in a comfortable position with the kalimba in hand. Focus on playing slow, gentle tunes that can promote relaxation and mindfulness.",To achieve a state of calmness and mindfulness through music and relaxation.,"Self-assessment rating from 1 to 10 based on the feeling of relaxation and mindfulness achieved after 10 minutes of playing, with 10 being completely relaxed and 1 being no change in stress level.","['Kalimba', 'Pillow']",0,584,2,566
178,287,dummy_many,gpt-4o-2024-08-06,1,Creative Story Dice,"[{'name': 'Dice', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Roll the dice and create a short story based on the number rolled, jotting down ideas and plot in the provided notebook.",Sit at the desk with the notebook open and pen at the ready. Roll the dice to dictate the number of sentences or the paragraphs for the story. Each dice number represents a new story theme to explore.,To stimulate creativity and engage in spontaneous storytelling.,"Rate the creativity of your story from 1 to 5, with 5 being highly creative and 1 being very mundane. Consider how original and interesting the plot is.","['Dice', 'Notebook', 'Pen']",1,585,3,567
